Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
[350 W 55th St Unit 6G](https://www.apartments.com/350-w-55th-st-new-york-ny/5yfxdcp/),347-748-9632,"[350 W 55th St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/350+W+55th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",600 Sq Ft,"$2,995",,,Dogs and Cats Allowed,1.2 mi,24 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 350 W 55th St](https://images1.apartments.com/i2/8bTi2eLHg7R1sUhSZPSqXYXsjsXOqQxrZQ5wFGSbngk/110/350-w-55th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 350 W 55th St](https://images1.apartments.com/i2/QP9CZMF1vHTzYx-_FwdW-U7yT87--BP6OagWd190Sxo/118/350-w-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 350 W 55th St](https://images1.apartments.com/i2/xpAUFfbNG9qIGRdEFefXU-4u8mskJPa6-fYe0w6ERi4/118/350-w-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 350 W 55th St](https://images1.apartments.com/i2/pGkOkZ_wivxgSJBqtWVK9pM7kJu6QBhKY4NBT19f6V8/118/350-w-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 350 W 55th St](https://images1.apartments.com/i2/x4mpvhkC6FMIc8-BdoE0Ruj5dwqM9f_48-dWrCkItaA/118/350-w-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 350 W 55th St](https://images1.apartments.com/i2/7rEXRJxY-fRdMz7tSIMhOoZBTa1QnhRLRAURtHbAXiE/118/350-w-55th-st-new-york-ny-building-photo.jpg) ,"Amenities:
Doorman, Elevator, Laundry, Subway, Dishwasher, Hardwood, High Ceilings, Renovated, Marble Bath, Granite Kitchen, Light, NO FEE, Walk-In Closet
Description:
Sensational Gut Renovated 1 BR Abode
Apartment Features Classic Oak Wood Strip Floors, Sun Drenched Windows, Staggering Ceilings with Custom Track Lighting, Abundant Closet Space, Amazing Separate Kitchen with Brand New Oak Wood Cabinetry, Black Brick Backsplash, Stainless Steel Appliances, Microwave, Dishwasher, and Granite Counter-tops. Apartment also Features a Massive Super King Size Bedroom with Bay Window, and Marble Bath with Pedestal Sink. Close to Shopping, Dining, Bars, and Subway. Available For Immediate Occupancy. Call Today For Private Viewing."
[316 E 63rd St Unit B](https://www.apartments.com/316-e-63rd-st-new-york-ny/vl2k3ce/),347-305-1540,"[316 E 63rd St, New York, NY 10065](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/316+E+63rd+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)",600 Sq Ft,"$2,995",,,Dogs and Cats Allowed,0.5 mi,9 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 316 E 63rd St](https://images1.apartments.com/i2/gApRJ_JE6hml9ebWJn809LOIokF8MS_tsBNaWBv1Cv8/110/316-e-63rd-st-new-york-ny-primary-photo.jpg) ,"Large one bedroom apartment in Lenox Hill. Beautiful kitchen with dishwasher ,microwave. Large windowed bathroom. Short walk to 4,5,6,N,R,Q & F trains, Bloomingdales, Whole Foods, Home Depot , Central park. Heat/Hot Water Included. Contact Yazmin (347)863-9424"
[55 W 56th St Unit 8D](https://www.apartments.com/55-w-56th-st-new-york-ny/cexdn8f/),844-274-8660,"[55 W 56th St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/55+W+56th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",800 Sq Ft,"$2,999",,,Dogs and Cats Allowed,0.6 mi,13 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 55 W 56th St](https://images1.apartments.com/i2/pzxOULTt4-is1_jq1kfGaJ8bc0zVHY7odkKZ4IQgHzg/110/55-w-56th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 55 W 56th St](https://images1.apartments.com/i2/Lm3g-IX3luVF6Adr8LWbKICs5q5CUyR_2lXrv9iX2EE/118/55-w-56th-st-new-york-ny-building-photo.jpg) ![Building Photo - 55 W 56th St](https://images1.apartments.com/i2/yNkfyuQAI1O9Mn6Akrt4zqnc22igSfSknjkqoZfEZsY/118/55-w-56th-st-new-york-ny-building-photo.jpg) ![Building Photo - 55 W 56th St](https://images1.apartments.com/i2/ok-BDnELD9RFyRQOB3pokoEwQde-ttGw073UCzUOHpk/118/55-w-56th-st-new-york-ny-building-photo.jpg) ![Building Photo - 55 W 56th St](https://images1.apartments.com/i2/pd7dLTbqU_rTVX3TQMQi4Jcr9hNjcJTzm-kFPI7Ioak/118/55-w-56th-st-new-york-ny-building-photo.jpg) ,"ENORMOUS BRIGHT 1 BED HUGE WINDOWS ELEVATOR LAUNDRY CENTRAL PARK
NO FEE! Such a great deal! Huge 1BR features hardwood floors, large separate kitchen with dishwasher, immense closet space and super high ceilings. Sun soaked thru unobstructed, oversized windows. Charming original details throughout. Pets welcome. 
Please call/text Jonathan (347)579-4368 for immediate showings."
[55 W 55th St Unit 8B](https://www.apartments.com/55-w-55th-st-new-york-ny/j6sz107/),844-785-6419,"[55 W 55th St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/55+W+55th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",720 Sq Ft,"$2,999",,,Dogs and Cats Allowed,0.6 mi,13 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 55 W 55th St](https://images1.apartments.com/i2/fu0C1HqEdF4vRPY72Yy-6m6scf51my4tMts0HMIzgqA/110/55-w-55th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 55 W 55th St](https://images1.apartments.com/i2/D05aAoDEXDPahCXunk-SFps93WKubUY8OkqlL9RH3Zw/118/55-w-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 55 W 55th St](https://images1.apartments.com/i2/0xgj1Rj3pPXb3jm1ToZF0oEZqj6LDWKnC16e-Gcs0LE/118/55-w-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 55 W 55th St](https://images1.apartments.com/i2/-nMs9uxLzMP0hyOb-m1nijrf5ePFCuXmnUu6giZ3bdE/118/55-w-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 55 W 55th St](https://images1.apartments.com/i2/rQH2UZHNIEDOij9iXZ3EE8f5Mv22oBix3BbGfUHF3Ck/118/55-w-55th-st-new-york-ny-building-photo.jpg) ,"ENORMOUS BRIGHT 1 BED HUGE WINDOWS ELEVATOR LAUNDRY CENTRAL PARK
NO FEE! Such a great deal! Huge 1BR features hardwood floors, large separate kitchen with dishwasher, immense closet space and super high ceilings. Sun soaked thru unobstructed, oversized windows. Charming original details throughout. Pets welcome. Please call/text Jonathan (347)579-4368 for immediate showings."
[Ruradan](https://www.apartments.com/ruradan-new-york-ny/6r91qqs/),,"[6-8 E 48th St, New York, NY 10017](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/6-8+E+48th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",730 Sq Ft,"$3,000","* Water, Heat, Trash Removal: Included","* Application Fee: $75
* Dog Deposit: $350","Dogs Allowed
* $350 Deposit
* 30 lb Weight Limit
* 1 Pet Limit",0.8 mi,17 mins,,,* Kitchen,,"* Heating
* Alarm",,,* On-Site Retail,"* Built in 1942
* 35 Units/6 Stories",* Elevator,,![Primary Photo - Ruradan](https://images1.apartments.com/i2/QbV8D3EFekPX0CiyQMY1do_zIP3eeLMgUftcHPvWfD0/117/ruradan-new-york-ny-primary-photo.jpg) ![Building Photo - Ruradan](https://images1.apartments.com/i2/WdKngAS84kpHDGpYHnxDS1zQHKkKTDg7cFx2L7wZlGw/117/ruradan-new-york-ny-building-photo.jpg) ,
[330 W 56th St Unit 10P](https://www.apartments.com/330-w-56th-st-new-york-ny/206vqw8/),855-891-4250,"[330 W 56th St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/330+W+56th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",700 Sq Ft,"$3,000",,,Dogs and Cats Allowed,1.1 mi,22 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 330 W 56th St](https://images1.apartments.com/i2/Z2sSiMRxxARBkFfd3fBXDGqKPmOORGjP_guYck76Q8w/110/330-w-56th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 330 W 56th St](https://images1.apartments.com/i2/ZS4fxs_78vd7V4Vs832MDv6iJFBfmwSErJKL8MlPVR8/118/330-w-56th-st-new-york-ny-building-photo.jpg) ![Building Photo - 330 W 56th St](https://images1.apartments.com/i2/waiA3RZSTUFgNtyJaPnf9F9P72IVnpUCf1EtendnNps/118/330-w-56th-st-new-york-ny-building-photo.jpg) ![Building Photo - 330 W 56th St](https://images1.apartments.com/i2/vtD5_8bBTFbAX2a2DMcTzie5kEwD64NVKzq0epuZrhg/118/330-w-56th-st-new-york-ny-building-photo.jpg) ,"Great one bedroom in luxury full service doorman/concierge building. 
Large 18'X'14' living room, full marble bath, ample closets in both Living room and bedroom, pristine hardwood floors. 
Separate chefs kitchen comes with white GE appliances range, and dishwasher. 
Gym, roof deck, and card operated laundry in the building."
[321 W 54th St Unit 314](https://www.apartments.com/321-w-54th-st-new-york-ny/j3wrv47/),929-274-4961,"[321 W 54th St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/321+W+54th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",700 Sq Ft,"$3,000",,,Dogs and Cats Allowed,1.2 mi,24 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 321 W 54th St](https://images1.apartments.com/i2/Dsag6dY43iaDJR_vmyDcyZd6gxH28In_WcZSmbqiBdc/110/321-w-54th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 321 W 54th St](https://images1.apartments.com/i2/s52pLzD1RY7DKCEka6mOFdRDuIfAlObjf7JQ-GN3Nbs/118/321-w-54th-st-new-york-ny-building-photo.jpg) ![Building Photo - 321 W 54th St](https://images1.apartments.com/i2/QWiYO8jtjFeDPJZkSYgZiSctSbwjzJ8z3HDnwR4JYnE/118/321-w-54th-st-new-york-ny-building-photo.jpg) ![Building Photo - 321 W 54th St](https://images1.apartments.com/i2/b-X9K3QyXO3FWagBQu94mgcio7B-KTEXuWx8Wi_m8K4/118/321-w-54th-st-new-york-ny-building-photo.jpg) ,"If you are looking for a deal in a doorman building, look no further. 
This fantastic move in ready 1 bedroom apartment features tons of closets, entry foyer, high ceilings, lots of sun exposure.
The building has elevator, rooftop deck, and laundry room. 
Close to dining and shops. 
PLEASE CALL Joseph @ 9 1 7 - 8 0 5 - 5 8 8 5 / joseph@opgny.com"
[425 E 63rd St Unit E-1F](https://www.apartments.com/425-e-63rd-st-new-york-ny/eyf0bbq/),347-352-8055,"[425 E 63rd St, New York, NY 10065](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/425+E+63rd+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)",600 Sq Ft,"$3,000",,,Dogs and Cats Allowed,0.6 mi,13 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 425 E 63rd St](https://images1.apartments.com/i2/PouihcHB0lRJM6JHdYIt73X2vAb2eZ8k9do3_L6EYGM/110/425-e-63rd-st-new-york-ny-primary-photo.jpg) ![Building Photo - 425 E 63rd St](https://images1.apartments.com/i2/CP4iERhikwF_WukjCfrS3Sac0P8Mjv80gXBc9m0GYFU/118/425-e-63rd-st-new-york-ny-building-photo.jpg) ![Building Photo - 425 E 63rd St](https://images1.apartments.com/i2/Z-j7EI0uAKkaAj1QVku57qnP-u19opa8y7S70vSaipk/118/425-e-63rd-st-new-york-ny-building-photo.jpg) ,"This distinctive 1 bedroom condo unit features a bright and spacious living room accented with rich hardwood parquet flooring. Spacious full-size tile bathroom and an all-white fully equipped kitchen with dishwasher and microwave. This building has many amenities including a full-time doorman and concierge, fitness center, elevator, laundry room, bike room, garage, and large building terrace with newly installed Birch Tree Garden Grove. Conveniently located near numerous metro transportation lines, as well as, some of the city’s finest dining and shopping destinations."
[321 E 48th St Unit 11D](https://www.apartments.com/321-e-48th-st-new-york-ny/21k9238/),844-813-0119,"[321 E 48th St, New York, NY 10017](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/321+E+48th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",700 Sq Ft,"$3,000",,,Dogs and Cats Allowed,0.8 mi,17 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 321 E 48th St](https://images1.apartments.com/i2/70-qtBDkK02TjlO5Q8cGPx8uJpe5ax-_JGYjsUAshNc/110/321-e-48th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 321 E 48th St](https://images1.apartments.com/i2/P-SQkjdtuvqHtoav2P-dd_4LOow8823QEmv16nJynXw/118/321-e-48th-st-new-york-ny-building-photo.jpg) ![Building Photo - 321 E 48th St](https://images1.apartments.com/i2/iO8odhGNHkHbKwpHOj_FsFacq06zWUlLtEBboB8YO-4/118/321-e-48th-st-new-york-ny-building-photo.jpg) ![Building Photo - 321 E 48th St](https://images1.apartments.com/i2/L2FA7B4EYvO29KjkIlSXKdA2jRZ87DOBd7iFhmaA-Nk/118/321-e-48th-st-new-york-ny-building-photo.jpg) ![Building Photo - 321 E 48th St](https://images1.apartments.com/i2/3wZYivG9gsKvg5yZxZJ3CYWLU_OOxt5ywmCpUSdSgc4/118/321-e-48th-st-new-york-ny-building-photo.jpg) ,"Stunningly Refinished,Substantial, 1 Bedroom In A Full-Service 24/7 Doorman Building. 
This Place Features A Galley Kitchen Through French Doors, And A Sparkling Bathroom. 
This Building Offers Laundry Room,Elevator, Fast Board Approval. 
Within 10 Minutes Walk To Grand Central Station, UN Plaza, Nice Wine Bars, And Bistros. 
PLEASE CALL Joseph @ 9 1 7 - 8 0 5 - 5 8 8 5 / joseph@opgny.com"
[342 E 55th St](https://www.apartments.com/342-e-55th-st-new-york-ny/jxpys26/),,"[342 E 55th St, New York, NY 10022](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/342+E+55th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)",600 Sq Ft,"$3,000",,,Dogs and Cats Allowed,0.5 mi,11 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 342 E 55th St](https://images1.apartments.com/i2/spNT38t54kR-OyMWVT85qFeoaYUZL7uJ5Z9ZkBjKU5Q/110/342-e-55th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/tDPois7e8sdg8WJm9gagzde6qMK40pdYVWdP5FQR8gw/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/pFpurHJ5kRZ7pUbbCWWXQJOa77Z1Ql29pGQcM1Q5XTU/118/342-e-55th-st-new-york-ny-building-photo.jpg) ,"Beautiful Large 1 Bed in Elevator building with Laundry Room in the building. 
Spacious newly renovated 1 bedroom featuring Hardwood floors and Sunny Exposures.
Available Immediately!"
[342 E 55th St Unit 4B](https://www.apartments.com/342-e-55th-st-new-york-ny/cv1qjbe/),646-868-3026,"[342 E 55th St, New York, NY 10022](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/342+E+55th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)",600 Sq Ft,"$3,000",,,Dogs and Cats Allowed,0.5 mi,11 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 342 E 55th St](https://images1.apartments.com/i2/4xTnznEzsSsFdOBVVHfWdELr-51D1x1cSnRfyAXIaQc/110/342-e-55th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/hVtF8vz724m5xnJKt3Ix16Hpf0O7zsS4BBHgRNls0AA/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/-IXFz7HmSEpwHpCp46qMcJXNn7T9NGlINDdAZMhTnsU/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/IC0hauUn2roriauXiMjlHeYU3ps92oqazmscMqmy88c/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/uIqcLWnfaB0S1xdJ5PZ_TsOrVuFFtbwujHGNuL4pe4k/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/jW57FybiU5SvWaK-XfdM8TYQohtON4RG36ZgrQISZ4M/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/es3DEtHWTfwFjM0j0Kc48BI4XUNCxVw79gnrzTnectc/118/342-e-55th-st-new-york-ny-building-photo.jpg) ,"This is a Large 1 Bedroom in an Elevator Building with a Laundry Room in the building.
This is a newly renovated apartment featuring Hardwood floors and Sunny Exposures.
This is a NO FEE APARTMENT, in a very very vibrant location.
Elevator Building,
Pets allowed. We Are Now Offering a 1 Month Free on a 12 Month Lease. Please contact Senad at: 646-331-6174, if you are interested in renting this stunning and very practical apartment."
[140 E 46th St Unit 9E](https://www.apartments.com/140-e-46th-st-new-york-ny/z4089lw/),862-290-3899,"[140 E 46th St, New York, NY 10017](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/140+E+46th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",600 Sq Ft,"$3,000",,,Dogs and Cats Allowed,0.7 mi,14 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 140 E 46th St](https://images1.apartments.com/i2/RHq7RBBKAZy4hFnbjSA-4hy0wJMn_9UErwlrxjCr4eo/110/140-e-46th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/OQfF3R0az-CiUzom4a8A2svbT8A-scIfLASEidTIZpo/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/7pJjztGm5nqUB8JQG89zBLYJ7gS0uoS7-YO5H15gkKg/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/uYl-gR1Vu2G6qlfBtLxhYTwEw-PwAEfqsbvddE1spX8/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/RQqoKf9jwmC06yacVS8aqoNEwkK0nOp7bR_Xll_FxWc/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/PxoQPXq_Y2y-4ogMAPlh_OP1g3f3NQEAVxm63UpICeI/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/a76X8LKzFGe_Lr_m_304W9us4BUa4RCGUvX7K-VR1uM/118/140-e-46th-st-new-york-ny-building-photo.jpg) ,"This is a full service doorman , laundry and elevator building . Comfortable and very spacious 1 bedroom apartment with lots of closet and storage space.( 3 walk in closets W/ light ) An open kitchen with white cabinets and black tops as well as storage space.Best of all its steps away from the Greatest Transportation Hub within all of Manhattan, Grand Central Station.
This gorgeous and spacious apartment is new to the market and should not last long! 1 month free , 1 month no broker fee, contact Yazmin (347)863-9424"
[342 E 55th St Unit 3D](https://www.apartments.com/342-e-55th-st-new-york-ny/m1wj7sh/),855-400-5346,"[342 E 55th St, New York, NY 10022](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/342+E+55th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)",600 Sq Ft,"$3,000",,,Dogs and Cats Allowed,0.5 mi,11 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 342 E 55th St](https://images1.apartments.com/i2/rf_NTx0gLCQisbAkV26R-XUyC4bpSm1Ha7pdQMcrjTc/110/342-e-55th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/XXNLpSqjIBVaDGXZKX-UyMhSG9zbG8hp6w6dXPFlwCg/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/vgUx_I4-QrtB_BxQxdH5y3GQFzbLReI6o9FbGyV9OGA/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/3spXdNGmhcR4anCALdwQepRltPONhkQ4W8KcN6Hc8dE/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/t7GJeMRCvYC78-y6Sm_0jUyAEz3vVMT5rqdLd1Bl-1U/118/342-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 342 E 55th St](https://images1.apartments.com/i2/PaT2WMP5i7PGp-p-gEQn7YfifQQ3hJ1_6-uYtXMQtVU/118/342-e-55th-st-new-york-ny-building-photo.jpg) ,"Amenities:
Elevator, Laundry, Subway, Dishwasher, Hardwood, High Ceilings, Renovated, Marble Bath, Granite Kitchen, Light, NO FEE, Walk-In Closet, One Month Free
Description:
**Midtown east / best area - superb 1 bedroom - Elevator & laundry** pics!
This apartment is conveniently located to many of the most exclusive shops, restaurants and nightlife in the city. Text or email me now (George) for prompt reply to arrange a private viewing of this apartment or to learn of your needs for your next apartment, Thank you!"
[The Coronet Condominium](https://www.apartments.com/the-coronet-condominium-new-york-ny/wsk6kwk/),,"[56-62 W 58th St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/56-62+W+58th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",,,,,Dogs and Cats Allowed,0.5 mi,11 mins,"Covered
Parking Available",,,"* Elevator
* Full-Time Doorman
* Heat/Hot Water Included
* Laundry In Building
* Live-In Super
* Window Units
* Decorative Fireplace
* Dishwasher
* French Doors
* Hardwood Floors
* Renovated","* High Speed Internet Access
* Smoke Free",,12 - 24 Month Leases,,"* Built in 1969
* 85 Units/33 Stories",,* Balcony,![Primary Photo - The Coronet Condominium](https://images1.apartments.com/i2/BQNN6g9KDehPnP8_a_THfETmHcKoJcP3ZBcA2sJcJfo/117/the-coronet-condominium-new-york-ny-primary-photo.jpg) ![Building Photo - The Coronet Condominium](https://images1.apartments.com/i2/FTq2awHWl07vKBmo7Bm_NTmUcxTN6y8CDZunJG4RkJs/117/the-coronet-condominium-new-york-ny-building-photo.jpg) ![Building Photo - The Coronet Condominium](https://images1.apartments.com/i2/Im1Hx_wqWvSWcdOT_zx1kAeWVNwq_sQkJvW_EDHAIkw/117/the-coronet-condominium-new-york-ny-building-photo.jpg) ![Building Photo - The Coronet Condominium](https://images1.apartments.com/i2/SYqfDRlnzNSYq09pZL6hv9vLnXQI9k7PfIRJjjNTb-U/117/the-coronet-condominium-new-york-ny-building-photo.jpg) ![Building Photo - The Coronet Condominium](https://images1.apartments.com/i2/55-WoF2UYp4qDuOYCI8r0XDOa15MihdKnZCL4PeZ1tI/117/the-coronet-condominium-new-york-ny-building-photo.jpg) ![Building Photo - The Coronet Condominium](https://images1.apartments.com/i2/yPmJjD6DtOpJgy4dBWeFORz1CQdU9gVqaLzOSzoCBTY/117/the-coronet-condominium-new-york-ny-building-photo.jpg) ![Building Photo - The Coronet Condominium](https://images1.apartments.com/i2/H4UsrmSMZelpFRIjfLrRB3U4lquqx3fvH3zWBBYgJEc/117/the-coronet-condominium-new-york-ny-building-photo.jpg) ![Building Photo - The Coronet Condominium](https://images1.apartments.com/i2/yXWrYeMarmW6wwR8oqIWMDLT5_HtBCXfhTusGW-hIvo/117/the-coronet-condominium-new-york-ny-building-photo.jpg) ,
[458 West 52nd St.](https://www.apartments.com/458-west-52nd-st-new-york-ny/vd0hgld/),,"[458 W 52nd St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/458+W+52nd+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",,,,,Pets Negotiable,1.5 mi,31 mins,,,"* Oven
* Refrigerator","* Air Conditioning
* Elevator
* Laundry In Building
* Live-In Super
* Dishwasher
* Hardwood Floors",,,,* Security System,"* Built in 1910
* 26 Units/6 Stories",,,![Primary Photo - 458 West 52nd St.](https://images1.apartments.com/i2/0QE_ghULf8TNxkB1m5qLCZxLgaH2JWJ0GE50ijKubvw/117/458-west-52nd-st-new-york-ny-primary-photo.jpg) ![Primary Photo - 458 West 52nd St.](https://images1.apartments.com/i2/QOmiqAjjXGnabPftLqHclsccQF45OmM_3kBVUosIp6I/117/458-west-52nd-st-new-york-ny-primary-photo.jpg) ,
[340 E 55th St](https://www.apartments.com/340-e-55th-st-new-york-ny/e2qw8ym/),,"[340 E 55th St, New York, NY 10022](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/340+E+55th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)",,,,,"Dogs Allowed
Rents and/or deposit may be higher for larger pets",0.5 mi,10 mins,,,"* Oven
* Range
* Refrigerator",,,,,"* Laundry Facilities
* Controlled Access
* 24 Hour Availability","* Built in 1920
* Renovated in Jan 1956
* 20 Units/5 Stories",,,![Primary Photo - 340 E 55th St](https://images1.apartments.com/i2/O3GquHI0ZppAIGg6l5iUueC_qwqqdKppcSeBt0vHi8w/117/340-e-55th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 340 E 55th St](https://images1.apartments.com/i2/I5Z1jsy4SM2W1TShY7a-rh82BzBFNXwg2bhKgsOLOTs/117/340-e-55th-st-new-york-ny-building-photo.jpg) ![Building Photo - 340 E 55th St](https://images1.apartments.com/i2/M7U6e_YzRmLVFnUem-y1--0MwrQzWJq1fxhwU29phVg/117/340-e-55th-st-new-york-ny-building-photo.jpg) ,
