Option Name,URL,Contact,Address,Distance,Duration,Map,Pet Policy,Parking,Gym,Kitchen,Amenities,Features,Living Space,Rent,Monthly Fees,One Time Fees,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
37-09 75th St Unit 4P,https://www.apartments.com/37-09-75th-st-queens-ny/p0p9czr/,844-505-5780,"37-09 75th St, Queens, NY 11372","* morning: 4.8 mi
* evening: 4.8 mi","* morning: 18 mins
* evening: 19 mins","https://www.google.com/maps/place/37-09+75th+St,+Queens,+NY+11372",Dogs and Cats Allowed,,,,,,,"$1,900",,,12 Months,* Laundry Facilities,,,
43-23 40th St Unit 4f,https://www.apartments.com/43-23-40th-st-queens-ny/g0qehkw/,844-603-8070,"43-23 40th St, Queens, NY 11104","* morning: 3.0 mi
* evening: 3.0 mi","* morning: 19 mins
* evening: 22 mins","https://www.google.com/maps/place/43-23+40th+St,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,,,"$1,900",,,12 Months,* Laundry Facilities,,,
32-25 69th St Unit 1c,https://www.apartments.com/32-25-69th-st-queens-ny/j8c8957/,844-498-8482,"32-25 69th St, Queens, NY 11377","* morning: 5.4 mi
* evening: 5.0 mi","* morning: 32 mins
* evening: 30 mins","https://www.google.com/maps/place/32-25+69th+St,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$1,900",,,12 Months,,,,
2382 23rd St,https://www.apartments.com/2382-23rd-st-astoria-ny/0zjvh83/,,"2382 23rd St, Astoria, NY 11105","* morning: 4.9 mi
* evening: 4.3 mi","* morning: 33 mins
* evening: 28 mins","https://www.google.com/maps/place/2382+23rd+St,+Astoria,+NY+11105",Dogs and Cats Allowed,,,,,,,"$1,900",,,,,,,
39-86 46th St Unit c42,https://www.apartments.com/39-86-46th-st-queens-ny/ptf5ler/,914-315-7726,"39-86 46th St, Queens, NY 11104","* morning: 3.4 mi
* evening: 3.5 mi","* morning: 22 mins
* evening: 28 mins","https://www.google.com/maps/place/39-86+46th+St,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$1,920",,,12 Months,,,,
47-10 Skillman Ave Unit 4,https://www.apartments.com/47-10-skillman-ave-queens-ny/egxy5qn/,844-317-5205,"47-10 Skillman Ave, Queens, NY 11104","* morning: 3.4 mi
* evening: 3.5 mi","* morning: 22 mins
* evening: 29 mins","https://www.google.com/maps/place/47-10+Skillman+Ave,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,,,"$1,920",,,12 Months,,,,
357 E 68th St,https://www.apartments.com/357-e-68th-st-new-york-ny/dkqq9fj/,,"357 E 68th St, New York, NY 10065","* morning: 0.8 mi
* evening: 0.8 mi","* morning: 10 mins
* evening: 10 mins","https://www.google.com/maps/place/357+E+68th+St,+New+York,+NY+10065","Dogs and Cats Allowed
* $30 Monthly Pet Rent",,,,,,,"$1,925","* Dog Rent: $30
* Water, Trash Removal, Sewer: Included","* Admin Fee: $100
* Application Fee: $75",,,"* Built in 1910
* 21 Units/5 Stories",,
41-20 46th St Unit 5c,https://www.apartments.com/41-20-46th-st-queens-ny/4q6v0zj/,844-691-8258,"41-20 46th St, Queens, NY 11104","* morning: 3.3 mi
* evening: 3.4 mi","* morning: 20 mins
* evening: 27 mins","https://www.google.com/maps/place/41-20+46th+St,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,,,"$1,925",,,12 Months,* Laundry Facilities,,,
424 E 66th St Unit 1RE,https://www.apartments.com/424-e-66th-st-new-york-ny/y323nct/,844-500-1856,"424 E 66th St, New York, NY 10065","* morning: 0.8 mi
* evening: 1.0 mi","* morning: 16 mins
* evening: 14 mins","https://www.google.com/maps/place/424+E+66th+St,+New+York,+NY+10065",Dogs and Cats Allowed,,,,,* Smoke Free,,"$1,925",,,12 Months,,,,
3116 68th St,https://www.apartments.com/3116-68th-st-flushing-ny/wy6k0kk/,,"3116 68th St, Flushing, NY 11377","* morning: 5.0 mi
* evening: 4.5 mi","* morning: 33 mins
* evening: 31 mins","https://www.google.com/maps/place/3116+68th+St,+Flushing,+NY+11377",Dogs and Cats Allowed,"Garage
1 space.",,"* Kitchen
* Oven
* Range",,,* Hardwood Floors,"$1,950","* Gas, Heat: Included","* Admin Fee: $100
* Application Fee: $100",,"* Laundry Facilities
* Controlled Access","* Built in 1964
* 74 Units/6 Stories",* Elevator,
305 E 92nd St,https://www.apartments.com/305-e-92nd-st-new-york-ny/shcwdy4/,844-291-7166,"305 E 92nd St, New York, NY 10128","* morning: 2.3 mi
* evening: 2.2 mi","* morning: 17 mins
* evening: 14 mins","https://www.google.com/maps/place/305+E+92nd+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$1,950",,,12 Months,* Laundry Facilities,,,
41-43 39th Pl Unit 4,https://www.apartments.com/41-43-39th-pl-queens-ny/8f2rm82/,844-594-3198,"41-43 39th Pl, Queens, NY 11104","* morning: 2.9 mi
* evening: 2.8 mi","* morning: 20 mins
* evening: 25 mins","https://www.google.com/maps/place/41-43+39th+Pl,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,,,"$1,950",,,12 Months,* Laundry Facilities,,,
59-29 Queens Blvd,https://www.apartments.com/59-29-queens-blvd-queens-ny/m79hbpl/,844-617-1649,"59-29 Queens Blvd, Queens, NY 11377","* morning: 3.9 mi
* evening: 4.4 mi","* morning: 24 mins
* evening: 32 mins","https://www.google.com/maps/place/59-29+Queens+Blvd,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$1,950",,,12 Months,,,,
32-10 69th St Unit 4M,https://www.apartments.com/32-10-69th-st-queens-ny/tdfqjbb/,844-882-6590,"32-10 69th St, Queens, NY 11377","* morning: 5.4 mi
* evening: 5.0 mi","* morning: 33 mins
* evening: 31 mins","https://www.google.com/maps/place/32-10+69th+St,+Queens,+NY+11377",Dogs and Cats Allowed,Garage: $195,,,,"* Washer/Dryer
* Wheelchair Accessible (Rooms)",,"$1,950",,,12 Months,,,,
39-90 46th St,https://www.apartments.com/39-90-46th-st-queens-ny/q81dtyx/,844-898-4937,"39-90 46th St, Queens, NY 11104","* morning: 3.4 mi
* evening: 3.5 mi","* morning: 22 mins
* evening: 28 mins","https://www.google.com/maps/place/39-90+46th+St,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,* Wheelchair Accessible (Rooms),,"$1,950",,,12 Months,* Laundry Facilities,,,
224 E 89th St,https://www.apartments.com/224-e-89th-st-new-york-ny/c23te6f/,631-317-1042,"224 E 89th St, New York, NY 10128","* morning: 1.7 mi
* evening: 1.7 mi","* morning: 12 mins
* evening: 12 mins","https://www.google.com/maps/place/224+E+89th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$1,950",,,12 Months,,,,
3114 68th St,https://www.apartments.com/3114-68th-st-queens-ny/y5r0zps/,844-268-6044,"3114 68th St, Queens, NY 11377","* morning: 5.0 mi
* evening: 4.5 mi","* morning: 33 mins
* evening: 31 mins","https://www.google.com/maps/place/3114+68th+St,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,,,"$1,950",,,12 Months,* Laundry Facilities,,,
3116 68th St,https://www.apartments.com/3116-68th-st-queens-ny/5hgdzsn/,917-636-7725,"3116 68th St, Queens, NY 11377","* morning: 5.0 mi
* evening: 4.5 mi","* morning: 33 mins
* evening: 31 mins","https://www.google.com/maps/place/3116+68th+St,+Queens,+NY+11377",Dogs and Cats Allowed,Garage,,,,,,"$1,950",,,12 Months,* Laundry Facilities,,,
3117 68th St,https://www.apartments.com/3117-68th-st-queens-ny/gtsh7hx/,917-636-7732,"3117 68th St, Queens, NY 11377","* morning: 5.0 mi
* evening: 4.5 mi","* morning: 34 mins
* evening: 31 mins","https://www.google.com/maps/place/3117+68th+St,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,,,"$1,950",,,12 Months,* Laundry Facilities,,,
41-29 68th St Unit 4M,https://www.apartments.com/41-29-68th-st-queens-ny/c87vy1f/,844-682-8983,"41-29 68th St, Queens, NY 11377","* morning: 5.1 mi
* evening: 5.1 mi","* morning: 25 mins
* evening: 26 mins","https://www.google.com/maps/place/41-29+68th+St,+Queens,+NY+11377",Dogs and Cats Allowed,Garage,,,,,,"$1,950",,,12 Months,* Laundry Facilities,,,
304 E 91st St,https://www.apartments.com/304-e-91st-st-new-york-ny/x7y1jxp/,201-354-6380,"304 E 91st St, New York, NY 10128","* morning: 1.9 mi
* evening: 1.8 mi","* morning: 16 mins
* evening: 14 mins","https://www.google.com/maps/place/304+E+91st+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$1,975",,,12 Months,* Laundry Facilities,,,
542 E 79th St,https://www.apartments.com/542-e-79th-st-new-york-ny/x267v5q/,844-882-2571,"542 E 79th St, New York, NY 10075","* morning: 1.7 mi
* evening: 1.7 mi","* morning: 19 mins
* evening: 20 mins","https://www.google.com/maps/place/542+E+79th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$1,975",,,12 Months,,,,
501 E 78th St,https://www.apartments.com/501-e-78th-st-new-york-ny/wvp8wvj/,516-226-0556,"501 E 78th St, New York, NY 10075","* morning: 1.5 mi
* evening: 1.5 mi","* morning: 15 mins
* evening: 16 mins","https://www.google.com/maps/place/501+E+78th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$1,975",,,12 Months,,,,
1010 2nd Ave,https://www.apartments.com/1010-2nd-ave-new-york-ny/xsccxpn/,,"1010 2nd Ave, New York, NY 10022","* morning: 0.5 mi
* evening: 0.5 mi","* morning: 10 mins
* evening: 11 mins","https://www.google.com/maps/place/1010+2nd+Ave,+New+York,+NY+10022",Dogs and Cats Allowed,,,,,,,"$1,975",,,12 Months,,,,
214 E 88th St Unit 2D,https://www.apartments.com/214-e-88th-st-new-york-ny/f8nee3s/,844-365-1231,"214 E 88th St, New York, NY 10128","* morning: 1.7 mi
* evening: 1.7 mi","* morning: 11 mins
* evening: 10 mins","https://www.google.com/maps/place/214+E+88th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,* Laundry Facilities,,,
410 W 56th St Unit 4A,https://www.apartments.com/410-w-56th-st-new-york-ny/dzy0xxj/,844-880-7144,"410 W 56th St, New York, NY 10019","* morning: 1.5 mi
* evening: 1.3 mi","* morning: 17 mins
* evening: 17 mins","https://www.google.com/maps/place/410+W+56th+St,+New+York,+NY+10019",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,,,,
47-20 42nd St Unit 4,https://www.apartments.com/47-20-42nd-st-queens-ny/q24drxx/,844-550-7762,"47-20 42nd St, Queens, NY 11104","* morning: 3.1 mi
* evening: 3.2 mi","* morning: 19 mins
* evening: 27 mins","https://www.google.com/maps/place/47-20+42nd+St,+Queens,+NY+11104",Dogs and Cats Allowed,Street,,,,,,"$2,000",,,12 Months,* Laundry Facilities,,,
43-04 43rd Ave,https://www.apartments.com/43-04-43rd-ave-queens-ny/zs4vmjz/,844-321-0454,"43-04 43rd Ave, Queens, NY 11104","* morning: 3.1 mi
* evening: 3.2 mi","* morning: 20 mins
* evening: 26 mins","https://www.google.com/maps/place/43-04+43rd+Ave,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,* Wheelchair Accessible (Rooms),,"$2,000",,,12 Months,* Laundry Facilities,,,
286 5th Ave,https://www.apartments.com/286-5th-ave-brooklyn-ny/2zyrf99/,844-827-4619,"286 5th Ave, Brooklyn, NY 11215","* morning: 8.5 mi
* evening: 8.6 mi","* morning: 44 mins
* evening: 44 mins","https://www.google.com/maps/place/286+5th+Ave,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,* Laundry Facilities,,,
19-16 23rd Dr Unit 1,https://www.apartments.com/19-16-23rd-dr-queens-ny/wsg7e4j/,631-397-1867,"19-16 23rd Dr, Queens, NY 11105","* morning: 4.9 mi
* evening: 4.8 mi","* morning: 34 mins
* evening: 31 mins","https://www.google.com/maps/place/19-16+23rd+Dr,+Queens,+NY+11105",Dogs and Cats Allowed,Street,,,,,,"$2,000",,,12 Months,,,,
394 15th St Unit 2RR,https://www.apartments.com/394-15th-st-brooklyn-ny/ps1bc4t/,855-742-1031,"394 15th St, Brooklyn, NY 11215","* morning: 10.0 mi
* evening: 10.0 mi","* morning: 44 mins
* evening: 46 mins","https://www.google.com/maps/place/394+15th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,,,,
201 Jackson St,https://www.apartments.com/201-jackson-st-brooklyn-ny/nvd9qzn/,,"201 Jackson St, Brooklyn, NY 11211","* morning: 5.7 mi
* evening: 5.6 mi","* morning: 39 mins
* evening: 32 mins","https://www.google.com/maps/place/201+Jackson+St,+Brooklyn,+NY+11211",Dogs and Cats Allowed,Street,,,,,,"$2,000",,,12 Months,,,,
31-33 29th St Unit 3,https://www.apartments.com/31-33-29th-st-queens-ny/6hdn7yv/,347-987-0691,"31-33 29th St, Queens, NY 11106","* morning: 3.3 mi
* evening: 3.2 mi","* morning: 22 mins
* evening: 19 mins","https://www.google.com/maps/place/31-33+29th+St,+Queens,+NY+11106",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,,,,
31-32 29th St Unit 3,https://www.apartments.com/31-32-29th-st-queens-ny/2g1bzqb/,347-378-8092,"31-32 29th St, Queens, NY 11106","* morning: 3.4 mi
* evening: 3.2 mi","* morning: 22 mins
* evening: 19 mins","https://www.google.com/maps/place/31-32+29th+St,+Queens,+NY+11106",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,* Laundry Facilities,,,
345 1st St Unit Lower,https://www.apartments.com/345-1st-st-jersey-city-nj/dcsedfk/,201-470-5268,"345 1st St, Jersey City, NJ 07302","* morning: 6.9 mi
* evening: 6.7 mi","* morning: 50 mins
* evening: 44 mins","https://www.google.com/maps/place/345+1st+St,+Jersey+City,+NJ+07302",Dogs and Cats Allowed,Street,,,,,,"$2,000",,,12 Months,,,,
637 Garden St Unit A,https://www.apartments.com/637-garden-st-hoboken-nj/y3bpvvr/,844-297-9288,"637 Garden St, Hoboken, NJ 07030","* morning: 6.4 mi
* evening: 5.9 mi","* morning: 49 mins
* evening: 54 mins","https://www.google.com/maps/place/637+Garden+St,+Hoboken,+NJ+07030",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,,,,
285 Division Ave Unit 16,https://www.apartments.com/285-division-ave-brooklyn-ny/k1t4yx8/,844-476-1205,"285 Division Ave, Brooklyn, NY 11211","* morning: 6.9 mi
* evening: 6.6 mi","* morning: 41 mins
* evening: 38 mins","https://www.google.com/maps/place/285+Division+Ave,+Brooklyn,+NY+11211",Dogs and Cats Allowed,Street,,,,* Washer/Dryer,,"$2,000",,,12 Months,,,,
47-6 46th St Unit 1,https://www.apartments.com/47-6-46th-st-queens-ny/feqd09t/,844-828-1244,"47-6 46th St, Queens, NY 11377","* morning: 3.2 mi
* evening: 3.4 mi","* morning: 20 mins
* evening: 26 mins","https://www.google.com/maps/place/47-6+46th+St,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,,,,
23-30 31st Ave Unit 4A,https://www.apartments.com/23-30-31st-ave-queens-ny/b5b2jkc/,347-960-5048,"23-30 31st Ave, Queens, NY 11106","* morning: 3.6 mi
* evening: 3.4 mi","* morning: 26 mins
* evening: 24 mins","https://www.google.com/maps/place/23-30+31st+Ave,+Queens,+NY+11106",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,,,,
232 S 3rd St Unit 2A,https://www.apartments.com/232-s-3rd-st-brooklyn-ny/l98fmte/,813-400-1638,"232 S 3rd St, Brooklyn, NY 11211","* morning: 7.0 mi
* evening: 6.7 mi","* morning: 43 mins
* evening: 39 mins","https://www.google.com/maps/place/232+S+3rd+St,+Brooklyn,+NY+11211",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,* Laundry Facilities,,,
232 S 3rd St Unit 2A,https://www.apartments.com/232-s-3rd-st-brooklyn-ny/2qfylzb/,203-859-3049,"232 S 3rd St, Brooklyn, NY 11211","* morning: 7.0 mi
* evening: 6.7 mi","* morning: 43 mins
* evening: 39 mins","https://www.google.com/maps/place/232+S+3rd+St,+Brooklyn,+NY+11211",Dogs and Cats Allowed,,,,,* Smoke Free,,"$2,000",,,12 Months,,,,
31-21 29th St,https://www.apartments.com/31-21-29th-st-queens-ny/gq7cj3y/,201-620-3229,"31-21 29th St, Queens, NY 11106","* morning: 3.4 mi
* evening: 3.2 mi","* morning: 22 mins
* evening: 19 mins","https://www.google.com/maps/place/31-21+29th+St,+Queens,+NY+11106",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,000",,,12 Months,,,,
47-15 44th St Unit 4,https://www.apartments.com/47-15-44th-st-queens-ny/5xdt6hn/,201-605-6166,"47-15 44th St, Queens, NY 11377","* morning: 3.2 mi
* evening: 3.4 mi","* morning: 20 mins
* evening: 27 mins","https://www.google.com/maps/place/47-15+44th+St,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,,,"$2,000",,,12 Months,,,,
39-77 46th St Unit H,https://www.apartments.com/39-77-46th-st-queens-ny/74rx64w/,914-265-4209,"39-77 46th St, Queens, NY 11104","* morning: 3.4 mi
* evening: 3.5 mi","* morning: 22 mins
* evening: 28 mins","https://www.google.com/maps/place/39-77+46th+St,+Queens,+NY+11104",Dogs and Cats Allowed,,,,,,,"$2,020",,,12 Months,,,,
47-5 45th St Unit 1,https://www.apartments.com/47-5-45th-st-queens-ny/0np2he2/,844-678-1603,"47-5 45th St, Queens, NY 11377","* morning: 3.2 mi
* evening: 3.4 mi","* morning: 20 mins
* evening: 27 mins","https://www.google.com/maps/place/47-5+45th+St,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,,,"$2,025",,,12 Months,,,,
217 E 29th St Unit 53,https://www.apartments.com/217-e-29th-st-new-york-ny/ncvhjzn/,201-453-4387,"217 E 29th St, New York, NY 10016","* morning: 2.0 mi
* evening: 2.0 mi","* morning: 13 mins
* evening: 16 mins","https://www.google.com/maps/place/217+E+29th+St,+New+York,+NY+10016",Dogs and Cats Allowed,,,,,,,"$2,025",,,12 Months,* Laundry Facilities,,,
19 Rock St Unit 309,https://www.apartments.com/19-rock-st-jersey-city-nj/qrkvhmw/,844-296-0969,"19 Rock St, Jersey City, NJ 07306","* morning: 8.4 mi
* evening: 8.3 mi","* morning: 56 mins
* evening: 49 mins","https://www.google.com/maps/place/19+Rock+St,+Jersey+City,+NJ+07306",Dogs and Cats Allowed,,,,,"* Washer/Dryer
* Smoke Free
* Wheelchair Accessible (Rooms)",,"$2,034",,,12 Months,,,,
Avalon North Bergen,https://www.apartments.com/avalon-north-bergen-north-bergen-nj/r4erzh2/,844-876-3879,"5665 Kennedy Blvd, North Bergen, NJ 07047","* morning: 7.2 mi
* evening: 7.0 mi","* morning: 57 mins
* evening: 47 mins","https://www.google.com/maps/place/5665+Kennedy+Blvd,+North+Bergen,+NJ+07047",Pets Negotiable,"Garage: $125
1 space. Fees may vary.","* Fitness Center
* Gameroom","* Dishwasher
* Ice Maker
* Microwave
* Range
* Refrigerator","* Convenient to Jersey City Hoboken and
* Dramatic location with views from
* Garage
* OVer 17000 sq. ft. of on-site retail
* Pet Friendly
* Smoke-free community
* Transportation
* TV Lounge","* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Ceiling Fans
* Smoke Free
* Wheelchair Accessible (Rooms)","* Carpet
* Recreation Room
* Views
* Walk-In Closets","$2,040 - 2,380","* Unassigned Garage Parking: $125
* Cat Rent: $50
* Dog Rent: $50
* Trash Removal: Included",* Application Fee: $90,,"* Package Service
* Wi-Fi at Pool and Clubhouse
* Maintenance on site
* On-Site Retail
* Pet Care","* Built in 2012
* 164 Units/6 Stories","* Elevator
* Clubhouse",* Balcony
2315 Astoria Blvd,https://www.apartments.com/2315-astoria-blvd-astoria-ny/bhdj779/,,"2315 Astoria Blvd, Astoria, NY 11102","* morning: 4.2 mi
* evening: 4.0 mi","* morning: 27 mins
* evening: 23 mins","https://www.google.com/maps/place/2315+Astoria+Blvd,+Astoria,+NY+11102",Dogs and Cats Allowed,,,,,,,"$2,045",,,,,,,
433 E 79th St Unit 3B,https://www.apartments.com/433-e-79th-st-new-york-ny/0bc6ye1/,,"433 E 79th St, New York, NY 10075","* morning: 1.5 mi
* evening: 1.5 mi","* morning: 16 mins
* evening: 16 mins","https://www.google.com/maps/place/433+E+79th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,050",,,12 Months,* Laundry Facilities,,,
136 Orchard St Unit 4,https://www.apartments.com/136-orchard-st-new-york-ny/jjdpz74/,,"136 Orchard St, New York, NY 10002","* morning: 5.1 mi
* evening: 5.1 mi","* morning: 25 mins
* evening: 26 mins","https://www.google.com/maps/place/136+Orchard+St,+New+York,+NY+10002",Dogs and Cats Allowed,,,,,,,"$2,050",,,12 Months,* Laundry Facilities,,,
330 E 95th St Unit 24,https://www.apartments.com/330-e-95th-st-new-york-ny/yhvz7xv/,,"330 E 95th St, New York, NY 10128","* morning: 2.2 mi
* evening: 2.1 mi","* morning: 15 mins
* evening: 13 mins","https://www.google.com/maps/place/330+E+95th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,050",,,12 Months,* Laundry Facilities,,,
416 E 73rd St,https://www.apartments.com/416-e-73rd-st-new-york-ny/jhdgnk5/,516-268-2867,"416 E 73rd St, New York, NY 10021","* morning: 1.6 mi
* evening: 1.1 mi","* morning: 17 mins
* evening: 11 mins","https://www.google.com/maps/place/416+E+73rd+St,+New+York,+NY+10021",Dogs and Cats Allowed,,,,,,,"$2,050",,,12 Months,,,,
415 14th St,https://www.apartments.com/415-14th-st-brooklyn-ny/qv5dtby/,844-467-7408,"415 14th St, Brooklyn, NY 11215","* morning: 9.6 mi
* evening: 9.6 mi","* morning: 44 mins
* evening: 45 mins","https://www.google.com/maps/place/415+14th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,050",,,12 Months,,,,
1952 1st Ave,https://www.apartments.com/1952-1st-ave-new-york-ny/jwbc9s5/,,"1952 1st Ave, New York, NY 10029","* morning: 2.7 mi
* evening: 2.4 mi","* morning: 19 mins
* evening: 19 mins","https://www.google.com/maps/place/1952+1st+Ave,+New+York,+NY+10029",Dogs and Cats Allowed,,,* Microwave,,,* Hardwood Floors,"$2,050",,,,,,,
47-5 44th St Unit 1,https://www.apartments.com/47-5-44th-st-queens-ny/ms0r9cj/,844-591-1929,"47-5 44th St, Queens, NY 11377","* morning: 3.1 mi
* evening: 3.4 mi","* morning: 19 mins
* evening: 27 mins","https://www.google.com/maps/place/47-5+44th+St,+Queens,+NY+11377",Dogs and Cats Allowed,,,,,,,"$2,050",,,12 Months,,,,
116 E 36th St,https://www.apartments.com/116-e-36th-st-new-york-ny/rx37y33/,929-200-4581,"116 E 36th St, New York, NY 10016","* morning: 1.2 mi
* evening: 1.4 mi","* morning: 7 mins
* evening: 11 mins","https://www.google.com/maps/place/116+E+36th+St,+New+York,+NY+10016",Dogs and Cats Allowed,,,,,,,"$2,050",,,12 Months,* Laundry Facilities,,,
